gsm,celltype,gene,cells,mean_log1p_cp10k,detected_fraction,pseudobulk_log1p_cp10k
GSM5050533,pericyte_smc,LYZ,692,0.002884474676628465,0.001445086705202312,0.010139616945162062
GSM5050533,pericyte_smc,CD3D,692,0.0016566475289617186,0.001445086705202312,0.00339130868921761
GSM5050533,pericyte_smc,MS4A1,692,0.0,0.0,0.0
GSM5050533,pericyte_smc,PECAM1,692,0.020012829092376127,0.015895953757225433,0.04970021208263406
GSM5050533,pericyte_smc,CCL21,692,0.1261306859280927,0.09248554913294797,0.2430734805392955
GSM5050533,pericyte_smc,RGS5,692,2.3291974114488645,0.7514450867052023,3.117283992007873
GSM5050533,pericyte_smc,TPSAB1,692,0.0019311111159604562,0.001445086705202312,0.00339130868921761
GSM5050533,pericyte_smc,PMEL,692,0.020770637428506492,0.02167630057803468,0.04970021208263406
GSM5050533,pericyte_smc,DCD,692,0.0691081340752614,0.059248554913294796,0.13337354400280638
GSM5050533,pericyte_smc,TIMP1,692,2.2094718713005963,0.8916184971098265,2.8874764979238385
GSM5050533,pericyte_smc,CHI3L1,692,0.003237418129913601,0.002890173410404624,0.006771155264428165
GSM5050533,pericyte_smc,FN1,692,0.9705982189538134,0.5520231213872833,1.5061128460943514
GSM5050533,pericyte_smc,DCN,692,0.6502458113285584,0.3786127167630058,1.1855960641181493
GSM5050533,pericyte_smc,LUM,692,1.0539899090889369,0.5043352601156069,1.7012382372347752
GSM5050533,sweat_gland,COL1A1,22,0.6799939188036191,0.5,0.9965295793092206
GSM5050533,sweat_gland,PDGFRA,22,0.17220353089114557,0.09090909090909091,0.10458461069289623
GSM5050533,sweat_gland,KRT14,22,1.7223932306345369,0.7727272727272727,2.544868583313707
GSM5050533,sweat_gland,KRT10,22,1.1511307684895002,0.6818181818181818,1.7084181643944698
GSM5050533,sweat_gland,LYZ,22,0.0,0.0,0.0
GSM5050533,sweat_gland,CD3D,22,0.0,0.0,0.0
GSM5050533,sweat_gland,MS4A1,22,0.0,0.0,0.0
GSM5050533,sweat_gland,PECAM1,22,0.0,0.0,0.0
GSM5050533,sweat_gland,CCL21,22,0.15973673734092683,0.18181818181818182,0.1992595110669228
GSM5050533,sweat_gland,RGS5,22,0.303573267377598,0.09090909090909091,0.9335373911519596
GSM5050533,sweat_gland,TPSAB1,22,0.0,0.0,0.0
GSM5050533,sweat_gland,PMEL,22,0.0,0.0,0.0
GSM5050533,sweat_gland,DCD,22,3.696573656422697,0.5909090909090909,7.205169262428676
GSM5050533,sweat_gland,TIMP1,22,0.5234837495593309,0.3181818181818182,0.6026041015893028
GSM5050533,sweat_gland,CHI3L1,22,0.060709345016211815,0.045454545454545456,0.10458461069289623
GSM5050533,sweat_gland,FN1,22,0.08902433385768416,0.09090909090909091,0.10458461069289623
GSM5050533,sweat_gland,DCN,22,0.4878051331835684,0.3181818181818182,0.4028764135661635
GSM5050533,sweat_gland,LUM,22,0.4469141005576157,0.18181818181818182,0.6026041015893028
GSM5050533,t_cell,COL1A1,73,0.36071288461179835,0.1643835616438356,1.2259665996367608
GSM5050533,t_cell,PDGFRA,73,0.0,0.0,0.0
GSM5050533,t_cell,KRT14,73,0.9035009436935167,0.410958904109589,2.975301924563812
GSM5050533,t_cell,KRT10,73,0.8946625811676537,0.4383561643835616,1.4634016684691649
GSM5050533,t_cell,LYZ,73,0.0,0.0,0.0
GSM5050533,t_cell,CD3D,73,1.336453095216198,0.5342465753424658,2.065635579735888
GSM5050533,t_cell,MS4A1,73,0.0,0.0,0.0
GSM5050533,t_cell,PECAM1,73,0.018856836615205732,0.0136986301369863,0.079749555083599
GSM5050533,t_cell,CCL21,73,0.03761310000604613,0.0273972602739726,0.15360618517067232
GSM5050533,t_cell,RGS5,73,0.04212916415309503,0.0273972602739726,0.15360618517067232
GSM5050533,t_cell,TPSAB1,73,0.03222984698235385,0.0136986301369863,0.079749555083599
GSM5050533,t_cell,PMEL,73,0.0,0.0,0.0
GSM5050533,t_cell,DCD,73,0.02523619941962841,0.0136986301369863,0.079749555083599
GSM5050533,t_cell,TIMP1,73,0.6146173640626955,0.273972602739726,1.250037525616385
GSM5050533,t_cell,CHI3L1,73,0.0,0.0,0.0
GSM5050533,t_cell,FN1,73,0.03205045141916536,0.0273972602739726,0.22238117575501973
GSM5050533,t_cell,DCN,73,0.16993564163766794,0.0821917808219178,0.6912401507720404
GSM5050533,t_cell,LUM,73,0.11371985474969157,0.0547945205479452,0.5093002909876458
GSM5050534,b_plasma,COL1A1,6,0.6406137241198725,0.3333333333333333,0.9694524724083033
GSM5050534,b_plasma,PDGFRA,6,0.3567512438797283,0.16666666666666666,0.6840561341326399
GSM5050534,b_plasma,KRT14,6,0.7270596323454838,0.5,1.086472434178532
GSM5050534,b_plasma,KRT10,6,2.6357875435428353,1.0,2.4681760834804254
GSM5050534,b_plasma,LYZ,6,0.48976406377523585,0.16666666666666666,0.5035594104175152
GSM5050534,b_plasma,CD3D,6,0.0,0.0,0.0
GSM5050534,b_plasma,MS4A1,6,0.0,0.0,0.0
GSM5050534,b_plasma,PECAM1,6,0.0,0.0,0.0
GSM5050534,b_plasma,CCL21,6,0.0,0.0,0.0
GSM5050534,b_plasma,RGS5,6,0.8256898088104626,0.3333333333333333,2.2523231232440346
GSM5050534,b_plasma,TPSAB1,6,0.0,0.0,0.0
GSM5050534,b_plasma,PMEL,6,0.0,0.0,0.0
GSM5050534,b_plasma,DCD,6,0.9846807698737573,0.5,0.9694524724083033
GSM5050534,b_plasma,TIMP1,6,1.4966353914739525,0.6666666666666666,2.6456075484807418
GSM5050534,b_plasma,CHI3L1,6,0.0,0.0,0.0
GSM5050534,b_plasma,FN1,6,0.38017212065744604,0.3333333333333333,0.8369013199590543
GSM5050534,b_plasma,DCN,6,1.629365662636373,0.3333333333333333,4.267870912870181
GSM5050534,b_plasma,LUM,6,1.210427997006394,0.5,2.5221625775400915
GSM5050534,endothelial,COL1A1,162,0.1638807652341543,0.16049382716049382,0.22155917816593151
GSM5050534,endothelial,PDGFRA,162,0.04204651819686395,0.037037037037037035,0.03652782639898368
GSM5050534,endothelial,KRT14,162,0.6338817931603089,0.5555555555555556,1.5492452345741714
GSM5050534,endothelial,KRT10,162,2.405276833166086,0.9876543209876543,2.644976427942766
GSM5050534,endothelial,LYZ,162,0.011840461312818417,0.024691358024691357,0.024499530696172177
GSM5050534,endothelial,CD3D,162,0.0,0.0,0.0
GSM5050534,endothelial,MS4A1,162,0.0,0.0,0.0
GSM5050534,endothelial,PECAM1,162,1.694715192736432,0.8271604938271605,1.9724305655669099
GSM5050534,endothelial,CCL21,162,0.04972944365901177,0.05555555555555555,0.07176825832661919
GSM5050534,endothelial,RGS5,162,0.30978332254765567,0.1419753086419753,1.670639717004695
GSM5050534,endothelial,TPSAB1,162,0.012755571780552562,0.018518518518518517,0.042488150785422625
GSM5050534,endothelial,PMEL,162,0.0027165063080578015,0.006172839506172839,0.006181383365227097
GSM5050534,endothelial,DCD,162,0.63427374333965,0.5802469135802469,0.6984759519867069
GSM5050534,endothelial,TIMP1,162,1.2506696747254626,0.7777777777777778,1.5571164337922199
GSM5050534,endothelial,CHI3L1,162,0.0028038251844215833,0.006172839506172839,0.01232479184728371
GSM5050534,endothelial,FN1,162,0.5239850525388705,0.4074074074074074,0.8837348151960512
GSM5050534,endothelial,DCN,162,0.662153862871341,0.4567901234567901,1.436434266035651
GSM5050534,endothelial,LUM,162,0.35378297934005803,0.2839506172839506,0.5945797108627834
GSM5050534,fibroblast,COL1A1,1004,2.5993315586017878,0.9482071713147411,3.060298423067219
GSM5050534,fibroblast,PDGFRA,1004,0.8157849302514091,0.5916334661354582,1.0260950705502363
GSM5050534,fibroblast,KRT14,1004,0.5831418483289813,0.4701195219123506,0.81463337492881
GSM5050534,fibroblast,KRT10,1004,2.460281622086654,0.9850597609561753,2.506308410240435
GSM5050534,fibroblast,LYZ,1004,0.01239208017361584,0.01195219123505976,0.02222174986876412
GSM5050534,fibroblast,CD3D,1004,0.0008582132902214119,0.00099601593625498,0.001870789983221974
GSM5050534,fibroblast,MS4A1,1004,0.0,0.0,0.0
GSM5050534,fibroblast,PECAM1,1004,0.007946007615803096,0.0069721115537848604,0.014869231045338082
GSM5050534,fibroblast,CCL21,1004,0.021933266509331056,0.021912350597609563,0.040369958341408115
GSM5050534,fibroblast,RGS5,1004,0.0380753142527282,0.03386454183266932,0.10141409219385962
GSM5050534,fibroblast,TPSAB1,1004,0.0075775852934625125,0.0069721115537848604,0.01302262337500601
GSM5050534,fibroblast,PMEL,1004,0.0011273062789448859,0.00099601593625498,0.001870789983221974
GSM5050534,fibroblast,DCD,1004,0.6912416009255807,0.5109561752988048,0.9244586014551892
GSM5050534,fibroblast,TIMP1,1004,2.43267295034243,0.9551792828685259,2.7201517183688426
GSM5050534,fibroblast,CHI3L1,1004,0.006586861098129582,0.0069721115537848604,0.01302262337500601
GSM5050534,fibroblast,FN1,1004,0.8265599726441695,0.5557768924302788,1.203928630108019
GSM5050534,fibroblast,DCN,1004,4.344538959845406,0.9940239043824701,4.675946524286198
GSM5050534,fibroblast,LUM,1004,3.2685820966298675,0.9800796812749004,3.5896803694121604
GSM5050534,keratinocyte,COL1A1,1423,0.4833346268714618,0.2937456078706957,0.6294585533388429
GSM5050534,keratinocyte,PDGFRA,1423,0.06292558300476253,0.054111033028812365,0.06682567412435612
GSM5050534,keratinocyte,KRT14,1423,2.0137727028273056,0.725228390723823,4.387273993507234
GSM5050534,keratinocyte,KRT10,1423,4.133102679861829,0.9957835558678847,5.514321075132361
GSM5050534,keratinocyte,LYZ,1423,0.007872019268819525,0.010541110330288124,0.011572208403512274
GSM5050534,keratinocyte,CD3D,1423,0.005051245248497861,0.004216444132115249,0.005079326980273578
GSM5050534,keratinocyte,MS4A1,1423,0.0,0.0,0.0
GSM5050534,keratinocyte,PECAM1,1423,0.01725293798384665,0.020379479971890373,0.05587894416099235
GSM5050534,keratinocyte,CCL21,1423,0.02556202176180351,0.035137034434293744,0.04202483687332116
GSM5050534,keratinocyte,RGS5,1423,0.12769840636073887,0.07238229093464511,0.33966003165964476
GSM5050534,keratinocyte,TPSAB1,1423,0.015555952140052013,0.018271257905832748,0.019451124771721645
GSM5050534,keratinocyte,PMEL,1423,0.015524516625505145,0.029515108924806747,0.034322463522909755
GSM5050534,keratinocyte,DCD,1423,0.688929837706988,0.5959241040056219,0.7450149283462598
GSM5050534,keratinocyte,TIMP1,1423,0.7267424146653685,0.4202389318341532,0.9116365291186521
GSM5050534,keratinocyte,CHI3L1,1423,0.06879905957817128,0.08784258608573436,0.17445367904439468
GSM5050534,keratinocyte,FN1,1423,0.1973907731658727,0.14968376669009137,0.24748577178740858
GSM5050534,keratinocyte,DCN,1423,1.285263435415147,0.6057624736472241,2.21761809111097
GSM5050534,keratinocyte,LUM,1423,0.7130477459347324,0.3323963457484188,1.2125586106556892
GSM5050534,lymphatic_ec,COL1A1,85,0.5480356297163813,0.32941176470588235,0.8599429947573501
GSM5050534,lymphatic_ec,PDGFRA,85,0.04569744102592834,0.047058823529411764,0.0961869660217688
GSM5050534,lymphatic_ec,KRT14,85,0.715064408368066,0.5647058823529412,0.9287333200008919
GSM5050534,lymphatic_ec,KRT10,85,2.4517682254782396,0.9882352941176471,3.3100133356405173
GSM5050534,lymphatic_ec,LYZ,85,0.02520662204936393,0.023529411764705882,0.03310102851525869
GSM5050534,lymphatic_ec,CD3D,85,0.0,0.0,0.0
GSM5050534,lymphatic_ec,MS4A1,85,0.0,0.0,0.0
GSM5050534,lymphatic_ec,PECAM1,85,0.6412924467270572,0.4117647058823529,1.2452029636938176
GSM5050534,lymphatic_ec,CCL21,85,2.1216049051470485,0.6,4.228969780727172
GSM5050534,lymphatic_ec,RGS5,85,0.1433635967238506,0.08235294117647059,0.514677745917542
GSM5050534,lymphatic_ec,TPSAB1,85,0.008792822159152123,0.011764705882352941,0.016687467766523308
GSM5050534,lymphatic_ec,PMEL,85,0.02517094460705807,0.023529411764705882,0.03310102851525869
GSM5050534,lymphatic_ec,DCD,85,0.7744495039124726,0.6235294117647059,0.8455982836691857
GSM5050534,lymphatic_ec,TIMP1,85,1.9909880238395257,0.9058823529411765,2.2616425643750637
GSM5050534,lymphatic_ec,CHI3L1,85,0.004865808392494491,0.011764705882352941,0.016687467766523308
GSM5050534,lymphatic_ec,FN1,85,0.7906550943408394,0.5294117647058824,1.2206831094561748
GSM5050534,lymphatic_ec,DCN,85,1.5559957643629232,0.5529411764705883,2.988889239970081
GSM5050534,lymphatic_ec,LUM,85,0.9867445255882421,0.4117647058823529,1.993878267776449
GSM5050534,mast,COL1A1,55,0.48997288806158046,0.2545454545454545,1.9480409034009432
GSM5050534,mast,PDGFRA,55,0.0368327773990615,0.01818181818181818,0.30292984307646903
GSM5050534,mast,KRT14,55,0.5660127076695513,0.2545454545454545,1.0499654111225858
GSM5050534,mast,KRT10,55,2.5229495222687013,0.8363636363636363,2.9877448276336867
GSM5050534,mast,LYZ,55,0.0,0.0,0.0
GSM5050534,mast,CD3D,55,0.0,0.0,0.0
GSM5050534,mast,MS4A1,55,0.0,0.0,0.0
GSM5050534,mast,PECAM1,55,0.0,0.0,0.0
GSM5050534,mast,CCL21,55,0.1112774075671018,0.05454545454545454,0.23536031066933383
GSM5050534,mast,RGS5,55,0.13907498231883123,0.05454545454545454,0.6795570382789602
GSM5050534,mast,TPSAB1,55,3.0178180667756864,0.8363636363636363,3.4249411354235813
GSM5050534,mast,PMEL,55,0.03523755698304293,0.01818181818181818,0.08475914040591152
GSM5050534,mast,DCD,55,0.6176396568440639,0.2909090909090909,1.0499654111225858
GSM5050534,mast,TIMP1,55,1.111892038843179,0.4727272727272727,2.1106130436305026
GSM5050534,mast,CHI3L1,55,0.0,0.0,0.0
GSM5050534,mast,FN1,55,0.19189851057728183,0.14545454545454545,0.6795570382789602
GSM5050534,mast,DCN,55,1.649873898406532,0.4727272727272727,3.8996429694013495
GSM5050534,mast,LUM,55,0.9523346348604318,0.38181818181818183,2.4673784393157554
GSM5050534,melanocyte,COL1A1,47,0.7502681914658875,0.3617021276595745,1.3589234010963251
GSM5050534,melanocyte,PDGFRA,47,0.18087862976205768,0.1276595744680851,0.33083905584636414
GSM5050534,melanocyte,KRT14,47,0.9530406691259284,0.48936170212765956,4.063933427264865
GSM5050534,melanocyte,KRT10,47,2.8015981332684636,1.0,2.662537668873369
GSM5050534,melanocyte,LYZ,47,0.0,0.0,0.0
GSM5050534,melanocyte,CD3D,47,0.0,0.0,0.0
GSM5050534,melanocyte,MS4A1,47,0.0,0.0,0.0
GSM5050534,melanocyte,PECAM1,47,0.0,0.0,0.0
GSM5050534,melanocyte,CCL21,47,0.057548614463416074,0.0425531914893617,0.13719420884071454
GSM5050534,melanocyte,RGS5,47,0.08131785887008977,0.02127659574468085,0.5790101730012238
GSM5050534,melanocyte,TPSAB1,47,0.0,0.0,0.0
GSM5050534,melanocyte,PMEL,47,1.788402729008291,0.5957446808510638,3.0397916316205604
GSM5050534,melanocyte,DCD,47,0.7128663962264475,0.44680851063829785,0.9044241792708951
GSM5050534,melanocyte,TIMP1,47,0.9469033289398601,0.5319148936170213,1.6034951182593924
GSM5050534,melanocyte,CHI3L1,47,0.0,0.0,0.0
GSM5050534,melanocyte,FN1,47,0.587413188104809,0.3617021276595745,0.8639337197719701
GSM5050534,melanocyte,DCN,47,1.4509165765303154,0.44680851063829785,3.0350901776658255
GSM5050534,melanocyte,LUM,47,1.1092531539089594,0.3829787234042553,2.542786691463397
GSM5050534,myeloid,COL1A1,175,0.10592775617660771,0.05714285714285714,0.41104954032941243
GSM5050534,myeloid,PDGFRA,175,0.004507466364791581,0.005714285714285714,0.016266975045533143
GSM5050534,myeloid,KRT14,175,0.6673664270150519,0.4057142857142857,0.9519668065696496
GSM5050534,myeloid,KRT10,175,2.599500261136329,0.9485714285714286,2.642935662628588
GSM5050534,myeloid,LYZ,175,2.0271168107045914,0.6971428571428572,3.6550849491394737
GSM5050534,myeloid,CD3D,175,0.0,0.0,0.0
GSM5050534,myeloid,MS4A1,175,0.0,0.0,0.0
GSM5050534,myeloid,PECAM1,175,0.09444987017203009,0.07428571428571429,0.1932615249496686
GSM5050534,myeloid,CCL21,175,0.018767660974209135,0.011428571428571429,0.032273565631628795
GSM5050534,myeloid,RGS5,175,0.015979141731236934,0.017142857142857144,0.048027976513442046
GSM5050534,myeloid,TPSAB1,175,0.028401465097015192,0.017142857142857144,0.048027976513442046
GSM5050534,myeloid,PMEL,175,0.0,0.0,0.0
GSM5050534,myeloid,DCD,175,0.9402172909332274,0.5371428571428571,1.301063333198492
GSM5050534,myeloid,TIMP1,175,1.0596445136564219,0.5657142857142857,1.6975954298705818
GSM5050534,myeloid,CHI3L1,175,0.0,0.0,0.0
GSM5050534,myeloid,FN1,175,0.06460931047568398,0.04,0.2586651598482484
GSM5050534,myeloid,DCN,175,0.4957052996823419,0.26285714285714284,1.4804221474379384
GSM5050534,myeloid,LUM,175,0.17289668847111933,0.08571428571428572,0.8933087499943569
GSM5050534,pericyte_smc,COL1A1,1350,0.8477210386366445,0.5503703703703704,1.306097309972223
GSM5050534,pericyte_smc,PDGFRA,1350,0.010957874255551326,0.012592592592592593,0.036884441503956006
GSM5050534,pericyte_smc,KRT14,1350,0.6036286815676674,0.4488888888888889,1.0119307082374844
GSM5050534,pericyte_smc,KRT10,1350,2.4800705058830466,0.9911111111111112,2.5117140441584866
GSM5050534,pericyte_smc,LYZ,1350,0.008581138006281413,0.006666666666666667,0.013435656841839248
GSM5050534,pericyte_smc,CD3D,1350,0.0012797503944252692,0.0007407407407407407,0.001501796280095364
GSM5050534,pericyte_smc,MS4A1,1350,0.0,0.0,0.0
GSM5050534,pericyte_smc,PECAM1,1350,0.008093691154985202,0.006666666666666667,0.023762221524288932
GSM5050534,pericyte_smc,CCL21,1350,0.049549812086358405,0.04296296296296296,0.11487827675726688
GSM5050534,pericyte_smc,RGS5,1350,1.3843645450842865,0.4918518518518519,2.554205733670423
GSM5050534,pericyte_smc,TPSAB1,1350,0.016948320489220077,0.016296296296296295,0.03252947270807568
GSM5050534,pericyte_smc,PMEL,1350,0.0020099592334583923,0.0022222222222222222,0.004498639552868598
GSM5050534,pericyte_smc,DCD,1350,0.7519299856152678,0.5288888888888889,0.9909513355332237
GSM5050534,pericyte_smc,TIMP1,1350,1.3479564933876398,0.7659259259259259,1.734320623395801
GSM5050534,pericyte_smc,CHI3L1,1350,0.005326419941734591,0.003703703703703704,0.0074865285838181085
GSM5050534,pericyte_smc,FN1,1350,0.6970632361831114,0.43851851851851853,1.2326270177184433
GSM5050534,pericyte_smc,DCN,1350,0.8839592522395364,0.47333333333333333,1.8749114670595302
GSM5050534,pericyte_smc,LUM,1350,0.4439417405597952,0.2874074074074074,1.0217167488499124
GSM5050534,sweat_gland,COL1A1,386,1.1809264957877068,0.5854922279792746,1.763876937684514
GSM5050534,sweat_gland,PDGFRA,386,0.14886766613032212,0.11139896373056994,0.2985694603842728
GSM5050534,sweat_gland,KRT14,386,0.7498631971256257,0.4119170984455959,2.441639294242032
GSM5050534,sweat_gland,KRT10,386,2.71530405089229,0.9844559585492227,2.666899869523694
GSM5050534,sweat_gland,LYZ,386,0.018021903622279886,0.010362694300518135,0.02371175570229123
GSM5050534,sweat_gland,CD3D,386,0.015712276033577204,0.007772020725388601,0.03536007034895648
GSM5050534,sweat_gland,MS4A1,386,0.0,0.0,0.0
GSM5050534,sweat_gland,PECAM1,386,0.02819532306992958,0.02072538860103627,0.05825738587520937
GSM5050534,sweat_gland,CCL21,386,0.04763650332091112,0.04145077720207254,0.10253674668060206
GSM5050534,sweat_gland,RGS5,386,0.3514574070141642,0.15025906735751296,1.1561125522360567
GSM5050534,sweat_gland,TPSAB1,386,0.006594425293668119,0.0051813471502590676,0.011926157124548739
GSM5050534,sweat_gland,PMEL,386,0.005493705977780573,0.0051813471502590676,0.011926157124548739
GSM5050534,sweat_gland,DCD,386,1.622160102499758,0.7590673575129534,6.392835523546135
GSM5050534,sweat_gland,TIMP1,386,1.6000707619650023,0.727979274611399,2.0892134909590085
GSM5050534,sweat_gland,CHI3L1,386,0.007951030691440916,0.007772020725388601,0.017836318854664423
GSM5050534,sweat_gland,FN1,386,0.4930120063676013,0.29533678756476683,0.823183658400984
GSM5050534,sweat_gland,DCN,386,2.4693108362273266,0.7124352331606217,3.721583519751557
GSM5050534,sweat_gland,LUM,386,1.6357513051211847,0.582901554404145,2.6368663195632274
GSM5050534,t_cell,COL1A1,132,0.056179252081670704,0.030303030303030304,0.17696230928341117
GSM5050534,t_cell,PDGFRA,132,0.0,0.0,0.0
GSM5050534,t_cell,KRT14,132,0.7074669588767062,0.3560606060606061,1.2899957262670922
GSM5050534,t_cell,KRT10,132,3.033676941061701,0.9772727272727273,3.133434022385555
GSM5050534,t_cell,LYZ,132,0.0126119404750374,0.007575757575757576,0.037986510523783726
GSM5050534,t_cell,CD3D,132,1.280597147225288,0.5378787878787878,1.847348138170447
GSM5050534,t_cell,MS4A1,132,0.06015199520230035,0.030303030303030304,0.14398681729692342
GSM5050534,t_cell,PECAM1,132,0.0,0.0,0.0
GSM5050534,t_cell,CCL21,132,0.0,0.0,0.0
GSM5050534,t_cell,RGS5,132,0.051228559641056805,0.015151515151515152,0.7708101192816049
GSM5050534,t_cell,TPSAB1,132,0.027684180447972728,0.015151515151515152,0.07458269851413872
GSM5050534,t_cell,PMEL,132,0.0,0.0,0.0
GSM5050534,t_cell,DCD,132,1.0842989856197998,0.5,1.5992171671808937
GSM5050534,t_cell,TIMP1,132,0.5002367262555393,0.26515151515151514,0.9801442075746555
GSM5050534,t_cell,CHI3L1,132,0.0,0.0,0.0
GSM5050534,t_cell,FN1,132,0.0,0.0,0.0
GSM5050534,t_cell,DCN,132,0.30263883291937127,0.1590909090909091,0.7708101192816049
GSM5050534,t_cell,LUM,132,0.13534465563471956,0.08333333333333333,0.35479578137032214
GSM5050538,b_plasma,COL1A1,4,1.1135110438688907,0.75,1.2744900244834587
GSM5050538,b_plasma,PDGFRA,4,0.0,0.0,0.0
GSM5050538,b_plasma,KRT14,4,0.7538842052184493,0.5,0.9998661031773284
GSM5050538,b_plasma,KRT10,4,2.0277470689382673,1.0,2.1668375867012286
GSM5050538,b_plasma,LYZ,4,0.0,0.0,0.0
GSM5050538,b_plasma,CD3D,4,0.0,0.0,0.0
GSM5050538,b_plasma,MS4A1,4,0.0,0.0,0.0
GSM5050538,b_plasma,PECAM1,4,0.0,0.0,0.0
GSM5050538,b_plasma,CCL21,4,0.8973425825561435,0.25,2.260678074384016
GSM5050538,b_plasma,RGS5,4,2.144095376187937,0.75,2.9464442187508344
GSM5050538,b_plasma,TPSAB1,4,0.0,0.0,0.0
GSM5050538,b_plasma,PMEL,4,0.0,0.0,0.0
GSM5050538,b_plasma,DCD,4,1.922577738025351,1.0,1.9477245865872326
GSM5050538,b_plasma,TIMP1,4,2.0793132342999003,1.0,2.1668375867012286
GSM5050538,b_plasma,CHI3L1,4,0.0,0.0,0.0
GSM5050538,b_plasma,FN1,4,0.7368171501726164,0.5,0.9998661031773284
GSM5050538,b_plasma,DCN,4,0.0,0.0,0.0
GSM5050538,b_plasma,LUM,4,0.0,0.0,0.0
GSM5050538,endothelial,COL1A1,498,0.3727581417358443,0.17670682730923695,1.8973925075610036
GSM5050538,endothelial,PDGFRA,498,0.04046955646188911,0.04618473895582329,0.11226424579033827
GSM5050538,endothelial,KRT14,498,0.7332470217274745,0.4939759036144578,2.1543429267450254
GSM5050538,endothelial,KRT10,498,1.2951571555493495,0.785140562248996,1.7914054013397502
GSM5050538,endothelial,LYZ,498,0.0029053919545014443,0.004016064257028112,0.005266483786613566
GSM5050538,endothelial,CD3D,498,0.011798636781099325,0.010040160642570281,0.026059366398216384
GSM5050538,endothelial,MS4A1,498,0.0,0.0,0.0
GSM5050538,endothelial,PECAM1,498,2.256496499195568,0.9417670682730924,2.4198283931209925
GSM5050538,endothelial,CCL21,498,0.019497123786185625,0.018072289156626505,0.02348377727037764
GSM5050538,endothelial,RGS5,498,0.09438469980619463,0.06224899598393574,0.3798278698511678
GSM5050538,endothelial,TPSAB1,498,0.018764192808023168,0.020080321285140562,0.026059366398216384
GSM5050538,endothelial,PMEL,498,0.012455995698607735,0.018072289156626505,0.02348377727037764
GSM5050538,endothelial,DCD,498,1.3477317355259615,0.8132530120481928,1.2337995446288357
GSM5050538,endothelial,TIMP1,498,1.023690432683236,0.6706827309236948,1.3714775020725505
GSM5050538,endothelial,CHI3L1,498,0.003904011686485544,0.002008032128514056,0.0026367088707344695
GSM5050538,endothelial,FN1,498,1.0739703040989614,0.536144578313253,1.7292047934716246
GSM5050538,endothelial,DCN,498,0.4319976214252755,0.1927710843373494,2.090819700252099
GSM5050538,endothelial,LUM,498,0.2615847133451599,0.13052208835341367,1.1233659735971355
GSM5050538,fibroblast,COL1A1,974,4.229393038617151,0.9917864476386037,4.7036947385441605
GSM5050538,fibroblast,PDGFRA,974,0.8106834844370517,0.5379876796714579,1.0654552637490613
GSM5050538,fibroblast,KRT14,974,0.7057357826636211,0.45790554414784396,2.1355423454961824
GSM5050538,fibroblast,KRT10,974,1.4937971342666085,0.8336755646817249,1.7154888786477556
GSM5050538,fibroblast,LYZ,974,0.006916018214960843,0.00513347022587269,0.013275609149327613
GSM5050538,fibroblast,CD3D,974,0.002572611010101289,0.002053388090349076,0.006659834637674487
GSM5050538,fibroblast,MS4A1,974,0.0,0.0,0.0
GSM5050538,fibroblast,PECAM1,974,0.012794548235697078,0.011293634496919919,0.0414487268314889
GSM5050538,fibroblast,CCL21,974,0.010090374003848948,0.008213552361396304,0.02420555648381951
GSM5050538,fibroblast,RGS5,974,0.053899416829188675,0.026694045174537988,0.40474964900347504
GSM5050538,fibroblast,TPSAB1,974,0.013473998058280217,0.011293634496919919,0.02420555648381951
GSM5050538,fibroblast,PMEL,974,0.012392869091660253,0.011293634496919919,0.02420555648381951
GSM5050538,fibroblast,DCD,974,1.4061720731988188,0.8080082135523614,1.5833280923496322
GSM5050538,fibroblast,TIMP1,974,2.428073658995392,0.9507186858316222,2.689845990776556
GSM5050538,fibroblast,CHI3L1,974,0.0015917811566494642,0.001026694045174538,0.0022248766751508243
GSM5050538,fibroblast,FN1,974,1.5032830197787272,0.731006160164271,1.9998638274633678
GSM5050538,fibroblast,DCN,974,4.605744958488524,1.0,4.831170480078712
GSM5050538,fibroblast,LUM,974,3.4991928439432343,0.9897330595482546,3.7559308113809853
GSM5050538,keratinocyte,COL1A1,1303,0.23313634956867643,0.17651573292402148,1.0945042614849019
GSM5050538,keratinocyte,PDGFRA,1303,0.009359132341126024,0.013046815042210284,0.01913932189443865
GSM5050538,keratinocyte,KRT14,1303,3.6164507095831238,0.8549501151189562,5.22454789134651
GSM5050538,keratinocyte,KRT10,1303,4.115644646110207,0.9639293937068304,5.510670291475496
GSM5050538,keratinocyte,LYZ,1303,0.002317172591439086,0.0015349194167306216,0.007002210052375763
GSM5050538,keratinocyte,CD3D,1303,0.0016755129713112592,0.0023023791250959325,0.00263157792681112
GSM5050538,keratinocyte,MS4A1,1303,0.0,0.0,0.0
GSM5050538,keratinocyte,PECAM1,1303,0.01577658936789746,0.01688411358403684,0.03876450671326108
GSM5050538,keratinocyte,CCL21,1303,0.00685874777381176,0.009976976208749041,0.01222187763030033
GSM5050538,keratinocyte,RGS5,1303,0.04060860749363725,0.02762854950115119,0.1692811066137212
GSM5050538,keratinocyte,TPSAB1,1303,0.009798518810040971,0.012279355333844973,0.013955729900610772
GSM5050538,keratinocyte,PMEL,1303,0.019685065316765078,0.02686108979278588,0.03198195206479584
GSM5050538,keratinocyte,DCD,1303,1.0279568183636876,0.8019953952417498,1.1568998689673653
